rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80
0,0,0,0,1,1,16,128,35,73,28,36,18,18,0.897000014781952,7.80100011825562,5,13,6.13600015640259,6.4539999961853
0,0,1,1,1,1,8,103,40,71,25,34,12,12,6.76800012588501,16.628999710083,1,2,5.92700004577637,6.90799999237061
0,0,0,1,1,1,12,98,41,66,21,35,14,14,2.37800002098083,15.1070003509521,3,4,6.21500015258789,7.26100015640259
0,1,0,1,1,1,12,108,41,66,18,32,13,13,0,12.3059997558594,1,2,5.52099990844727,7.88899993896484
0,0,0,1,0,0,18,129,40,69,27,38,18,18,0,8.0629997253418,1,12,6.01599979400635,6.5019998550415
0,0,1,1,1,1,17,132,42,73,24,32,16,17,1.47500002384186,8.39599990844727,2,9,6.35799980163574,7.48400020599365
0,0,0,1,1,1,8,92,24,68,19,31,13,13,0,8.55399990081787,2,10,5.52099990844727,6.66200017929077
0,0,1,1,1,1,15,106,35,69,20,31,13,13,0,10.8129997253418,1,12,6.14799976348877,7.15000009536743
0,0,1,1,1,1,13,105,37,73,21,29,16,16,2.26900005340576,8.69600009918213,0,2,5.85799980163574,6.57100009918213
0,0,1,1,1,0,12,123,46,69,25,36,17,18,0,10.9060001373291,3,7,6.32399988174438,6.98600006103516
0,0,1,1,1,1,8,108,48,66,24,38,12,12,6.33300018310547,20.5979995727539,2,11,5.75299978256226,6.53999996185303
0,0,0,1,1,1,12,122,47,70,23,33,16,17,0.469999998807907,10.3529996871948,1,9,6.23600006103516,7.18400001525879
0,0,1,1,1,1,12,109,44,66,24,38,12,12,1.71200001239777,15.6590003967285,1,4,5.99100017547607,7.12200021743774
0,0,1,1,1,1,10,100,40,68,26,38,12,13,0,11.6929998397827,3,15,5.62799978256226,6.93400001525879
0,0,1,1,1,1,14,125,50,69,23,34,18,18,0.795000016689301,11.7930002212524,1,12,6.09100008010864,7.46600008010864
0,0,0,0,1,1,12,122,41,73,27,35,14,14,1.86899995803833,8.82499980926514,7,15,6.10900020599365,6.88899993896484
0,0,1,1,1,1,12,105,34,71,21,30,16,17,0,7.41499996185303,2,11,5.44199991226196,6.64599990844727
0,0,0,1,1,1,12,94,37,69,22,33,16,16,0.423000007867813,11.2320003509521,1,5,5.55299997329712,7.05100011825562
0,0,1,1,1,1,12,102,36,66,20,34,12,12,2.16700005531311,16.0109996795654,3,5,5.61700010299683,7.05200004577637
0,0,0,1,1,1,12,109,47,73,30,38,12,13,6.53299999237061,13.5260000228882,4,12,6.17600011825562,6.69399976730347
0,0,1,1,1,1,12,105,45,66,24,38,12,12,8.10099983215332,22.0450000762939,2,14,5.7039999961853,7.00299978256226
1,1,1,1,1,1,12,134,46,71,28,37,18,18,0.906000018119812,9.75399971008301,1,10,5.54500007629395,7.05100011825562
0,0,0,0,1,1,12,108,32,68,17,29,12,12,0.922999978065491,13.0220003128052,0,9,5.38399982452393,7.46700000762939
0,0,1,1,1,1,12,104,36,73,22,30,16,16,2.44199991226196,11.2729997634888,1,8,5.88899993896484,6.90799999237061
0,0,1,1,1,1,12,112,35,69,18,29,12,12,0.462000012397766,10.78600025177,1,1,5.16499996185303,6.13500022888184
0,0,0,0,1,1,11,120,49,71,23,32,18,18,0,7.93800020217896,3,12,5.62799978256226,6.64499998092651
0,0,0,0,1,0,17,124,40,71,22,31,16,16,1.18900001049042,8.79800033569336,1,3,5.33799982070923,6.77400016784668
1,0,0,1,1,1,12,103,34,68,17,29,12,12,0.462000012397766,12.1190004348755,1,7,5.30800008773804,7.22599983215332
0,0,0,1,1,1,12,115,45,73,22,30,16,17,0,1,0,7,5.74599981307983,7.2810001373291
0,0,1,1,1,1,6,96,33,66,21,35,12,12,3.33299994468689,17.1310005187988,1,12,5.57200002670288,6.68499994277954
0,0,1,1,1,1,12,123,48,70,26,36,17,17,0.88400000333786,10.081000328064,4,7,5.62400007247925,7.46600008010864
0,0,0,1,1,1,12,98,34,68,17,29,12,12,0.377999991178513,12.28600025177,3,12,5.16499996185303,7.0479998588562
0,0,1,1,1,1,12,96,34,66,21,35,12,12,4.33300018310547,18.4029998779297,1,13,5.63500022888184,6.73299980163574
0,0,1,1,1,1,12,89,47,67,25,38,12,12,5,16.5510005950928,5,2,5.85799980163574,6.88500022888184
0,0,0,0,1,1,9,93,20,70,18,28,12,12,0.374000012874603,10.2480001449585,1,10,5.23600006103516,6.42799997329712
0,0,0,1,1,1,12,82,32,66,19,33,12,12,1.91600000858307,12.2919998168945,1,0,5.52099990844727,6.09100008010864
0,0,1,1,1,0,12,120,45,69,27,38,15,15,1.37800002098083,11.621000289917,2,1,6.55100011825562,6.39699983596802
0,0,1,1,1,1,12,122,38,71,23,32,12,12,5.32399988174438,15.3319997787476,6,15,6.06400012969971,7.21999979019165
0,0,1,1,1,1,12,117,48,73,25,33,18,18,1.46700000762939,8.32600021362305,2,2,6.72900009155273,7.40399980545044
0,0,1,1,1,1,8,109,44,73,28,36,16,16,1.61899995803833,8.48200035095215,5,13,6.38899993896484,7.28299999237061
1,0,1,1,1,1,12,114,55,69,27,38,17,18,1.46200001239777,12.3929996490479,1,7,6.35799980163574,7.74499988555908
0,0,1,1,1,1,12,126,40,70,21,31,16,16,0.551999986171722,10.4670000076294,1,11,6.22499990463257,7.42799997329712
0,0,0,1,1,1,11,82,45,68,21,33,12,12,0,10.2089996337891,3,2,5.2979998588562,7.11899995803833
0,0,0,1,1,1,12,119,45,69,21,32,16,16,0.941999971866608,11.326000213623,1,4,5.96600008010864,6.75099992752075
0,0,1,1,1,1,12,104,37,68,23,35,16,16,0,5.6560001373291,1,8,5.89699983596802,6.97700023651123
0,0,1,1,1,1,12,97,45,66,22,36,12,12,3.46099996566772,17.3339996337891,1,15,5.58300018310547,6.90799999237061
0,0,0,1,1,0,14,105,27,71,22,31,14,15,0.221000000834465,8.10599994659424,1,2,5.52099990844727,6.5149998664856
0,0,0,1,1,1,7,100,32,68,18,30,12,12,2.25,13.5719995498657,1,1,5.76200008392334,7.00299978256226
0,0,1,1,1,1,12,114,41,67,18,31,12,12,0,4.78900003433228,1,14,5.37099981307983,6.90399980545044
0,0,1,1,1,1,8,96,48,66,23,37,11,11,1.58299994468689,15.2279996871948,2,3,5.74300003051758,7.09000015258789
0,0,0,0,1,1,12,113,30,73,21,29,15,15,2.68199992179871,9.32699966430664,1,8,6.35799980163574,7.43499994277954
0,1,0,1,1,1,14,106,38,66,22,36,10,10,3.33299994468689,14.543999671936,1,3,5.48099994659424,6.5310001373291
0,0,1,1,1,1,8,104,37,69,21,32,13,13,0.128000006079674,9.05000019073486,4,5,5.74300003051758,6.625
0,0,0,1,1,1,12,104,30,73,22,30,12,13,0,3.80999994277954,0,2,6.10900020599365,6.72399997711182
0,0,0,1,1,0,16,122,36,70,20,30,12,13,0.381000012159348,8.22200012207031,1,1,5.2979998588562,6.36199998855591
0,0,0,1,1,1,12,96,38,66,20,34,12,12,0,13.4309997558594,3,3,5.41599988937378,6.51000022888184
0,0,0,1,1,1,16,95,51,69,25,36,15,15,2.30800008773804,12.41100025177,0,9,5.84600019454956,7.82399988174438
0,0,0,0,1,1,16,105,24,69,20,31,12,12,0,4.86100006103516,1,8,5.82299995422363,6.98099994659424
0,0,1,1,1,1,12,91,41,73,25,33,17,17,1.17799997329712,8.1899995803833,2,9,6.68499994277954,7.07800006866455
0,0,1,1,1,1,12,96,37,71,22,31,16,16,0.753000020980835,9.37199974060059,1,7,5.4210000038147,6.72499990463257
0,0,0,1,1,1,9,111,44,68,19,31,14,15,0.377999991178513,12.3050003051758,1,9,5.37099981307983,7.02299976348877
0,0,0,1,1,1,9,110,35,68,19,31,14,16,0,1,1,11,5.52099990844727,6.76300001144409
0,0,0,1,1,1,9,97,37,73,21,29,16,16,4.53299999237061,10.1140003204346,0,7,5.99100017547607,6.69399976730347
0,0,0,0,1,1,8,125,44,73,27,35,17,18,0,6.39300012588501,4,12,6.60900020599365,7.16900014877319
0,0,0,1,0,1,9,91,39,66,22,36,12,12,0,6.33400011062622,3,12,5.73000001907349,6.80600023269653
0,0,0,1,0,1,8,86,28,66,23,37,11,12,3.2590000629425,17.1909999847412,1,15,5.69999980926514,6.80200004577637
0,0,1,1,1,1,9,110,32,66,21,35,12,12,3.33299994468689,17.5879993438721,2,0,5.50500011444092,6.43800020217896
0,1,1,1,0,1,12,92,47,66,22,36,14,14,2.33299994468689,15.7770004272461,1,1,5.55700016021729,7.36899995803833
0,0,1,1,0,1,9,85,41,66,24,38,10,10,1.37800002098083,15.3020000457764,2,16,5.37099981307983,6.86899995803833
0,0,1,1,0,1,8,120,36,73,26,34,17,17,0.358000010251999,7.33599996566772,1,8,6.43800020217896,7.33900022506714
0,0,1,1,1,0,12,106,42,73,25,33,12,12,6.88600015640259,11.4270000457764,0,6,6.30999994277954,7.01200008392334
0,1,0,0,0,1,12,112,41,70,21,31,16,16,0.236000001430511,6.32299995422363,1,6,5.73000001907349,7.1560001373291
0,0,1,1,1,1,10,91,39,66,24,38,10,12,0,12.581000328064,1,2,6.15299987792969,6.64699983596802
0,0,1,1,1,1,10,90,42,66,24,38,12,12,2.64499998092651,16.1800003051758,3,0,5.99100017547607,6.90799999237061
0,0,0,1,0,0,12,113,27,68,17,29,12,12,0.096000000834465,10.6789999008179,1,10,5.07499980926514,6.61999988555908
0,0,1,1,1,1,12,111,51,66,24,38,12,13,0,5.03700017929077,2,16,5.82299995422363,6.48299980163574
0,0,0,1,1,1,12,111,30,67,20,33,12,12,2.37800002098083,15.3020000457764,1,3,5.19799995422363,6.39900016784668
0,0,0,1,1,1,8,106,32,70,18,28,12,13,0.451999992132187,10.2829999923706,1,11,5.01100015640259,6.39699983596802
0,0,0,0,0,1,12,98,28,68,18,30,12,12,0.231000006198883,11.4420003890991,1,10,5.16499996185303,6.07100009918213
0,0,0,1,0,1,12,105,28,68,18,30,12,12,0,11.1440000534058,1,7,5.49700021743774,7.07999992370605
0,0,1,1,0,0,10,105,29,66,19,33,10,12,0.977999985218048,14.9350004196167,1,15,5.60200023651123,6.45300006866455
0,0,1,1,1,1,12,118,44,70,22,32,13,13,0,9.35799980163574,4,14,6.18200016021729,7.11100006103516
0,0,1,1,1,1,12,90,38,66,22,36,12,12,4.66699981689453,18.6149997711182,5,19,5.81699991226196,7.0479998588562
0,0,0,0,1,1,9,95,34,67,19,32,12,12,0.981000006198883,14.5310001373291,3,11,5.05600023269653,6.76300001144409
0,0,1,1,1,1,12,112,24,71,20,29,13,14,0.41100001335144,9.29699993133545,3,5,6.05900001525879,6.93800020217896
0,0,1,1,1,1,12,120,39,71,23,32,12,12,0.402999997138977,9.31400012969971,2,11,5.99100017547607,6.95599985122681
0,0,0,1,1,1,12,123,41,68,17,29,12,12,0.377999991178513,11.753999710083,1,1,5.16499996185303,6.90799999237061
0,0,0,1,1,1,16,103,32,70,20,30,12,13,0.782000005245209,10.2360000610352,1,11,6.05900001525879,7.00799989700317
0,0,1,1,1,1,16,121,40,70,25,35,18,18,0.896000027656555,10.7489995956421,1,7,6.43800020217896,7.56199979782104
0,0,1,1,1,1,12,90,44,68,26,38,16,16,0,9.15200042724609,4,16,6.06799983978271,7.20499992370605
0,0,0,1,1,1,12,125,32,71,20,29,12,12,2.65199995040894,11.4779996871948,1,10,5.56099987030029,6.69600009918213
0,0,0,1,1,1,9,109,34,73,24,32,18,18,3.18600010871887,10.1079998016357,0,3,6.32399988174438,7.30999994277954
1,0,0,0,1,0,10,128,46,68,21,33,16,16,0.404000014066696,9.98400020599365,1,1,6.07499980926514,7.20499992370605
0,0,0,1,1,1,12,97,35,66,17,31,12,12,0.333000004291534,9.87199974060059,1,4,5.82000017166138,7.09000015258789
0,1,1,1,1,1,12,96,35,66,19,33,12,12,0,6.17999982833862,1,0,5.2979998588562,6.21500015258789
0,0,0,1,1,1,12,97,44,68,16,28,12,12,0.768999993801117,11.7969999313354,1,5,5.36600017547607,7.18900012969971
0,0,1,1,1,1,7,112,39,71,25,34,12,12,4.9850001335144,14.9809999465942,1,3,6.33300018310547,6.68499994277954
0,0,1,1,1,1,2,88,32,66,24,38,12,12,4,16.3619995117188,1,7,5.25699996948242,6.68499994277954
0,0,1,1,1,1,14,97,39,66,22,36,12,12,1.14199995994568,15.1969995498657,2,16,5.85799980163574,6.94099998474121
0,0,1,1,1,1,6,101,41,66,22,36,12,12,0,3.90799999237061,2,12,5.52099990844727,6.88800001144409
0,0,1,1,1,1,7,106,42,67,21,34,10,10,5.33300018310547,18.6609992980957,1,12,5.43800020217896,6.78399991989136
0,0,0,0,1,1,8,59,28,73,26,34,10,10,6.32100009918213,10.7650003433228,0,5,5.2979998588562,6.17399978637695
0,0,1,1,1,1,12,105,54,73,26,34,18,18,0.372000008821487,7.27299976348877,6,14,6.23400020599365,6.82800006866455
0,0,0,0,1,1,12,119,30,70,21,31,16,17,0,8.01000022888184,1,5,5.56500005722046,6.23999977111816
0,0,0,0,1,1,8,93,36,67,24,37,11,11,4.40299987792969,17.2259998321533,3,16,5.61700010299683,7.00799989700317
0,1,1,1,1,1,12,82,38,66,22,36,12,12,4.71700000762939,18.5869998931885,5,10,5.56099987030029,7.08400011062622
0,0,0,1,1,1,16,134,45,71,25,34,18,18,0,6.30399990081787,1,7,6.07100009918213,7.92700004577637
0,0,0,1,1,1,8,84,29,70,20,30,12,12,0.395000010728836,9.35000038146973,1,6,6.21500015258789,6.65799999237061
0,0,0,1,1,1,12,98,36,69,20,31,11,11,2.96199989318848,12.6669998168945,3,6,5.7039999961853,6.85599994659424
0,0,0,1,1,0,13,118,41,73,22,30,16,16,4.05700016021729,10.9420003890991,1,8,5.6560001373291,7.23999977111816
0,0,1,1,1,1,12,113,50,73,25,33,17,17,3.71199989318848,12.7189998626709,2,9,5.83799982070923,7.30999994277954
0,0,0,1,1,1,9,100,18,70,18,28,12,12,1.30799996852875,4.46099996566772,1,3,5.2979998588562,6.47700023651123
0,0,0,1,1,1,12,93,27,69,18,29,12,13,0,8.61600017547607,2,5,5.48899984359741,6.50699996948242
1,0,1,1,1,1,12,119,30,71,23,32,16,16,0,5.0149998664856,1,8,6.02799987792969,7.02600002288818
0,0,0,1,1,1,12,106,38,70,22,32,14,15,0.388999998569489,8.46300029754639,2,0,5.52099990844727,7.78499984741211
0,0,0,0,1,1,10,127,49,73,28,36,17,18,2.37800002098083,9.37399959564209,6,14,6.76300001144409,7.54899978637695
0,0,0,1,1,1,12,113,35,68,21,33,15,16,0.731000006198883,10.0459995269775,1,9,6.21500015258789,6.63000011444092
0,0,0,1,1,1,12,115,36,70,19,29,13,14,0.395000010728836,9.07400035858154,1,1,5.83799982070923,7.13100004196167
0,0,0,1,1,1,12,102,40,73,23,31,16,16,1.00499999523163,7.81899976730347,3,11,6.29699993133545,7.05800008773804
0,0,1,1,1,0,12,117,51,69,21,32,16,16,0.462000012397766,11.3950004577637,1,12,6.125,7.00299978256226
0,0,0,1,1,1,10,125,34,73,20,28,16,16,0.204999998211861,6.79400014877319,0,5,5.63500022888184,6.57100009918213
0,0,1,1,1,0,8,118,47,66,23,37,16,16,2.16700005531311,16.1000003814697,3,17,5.83799982070923,7.18400001525879
0,0,1,1,1,1,12,121,40,71,29,38,18,18,4.97100019454956,13.9650001525879,1,3,6.64499998092651,7.2519998550415
0,0,1,1,1,1,12,115,51,68,26,38,17,17,0,3.89499998092651,4,4,6.35799980163574,7.67899990081787
0,0,1,1,1,0,12,120,44,71,27,36,13,14,2.46199989318848,11.246000289917,7,16,6.28000020980835,7.14900016784668
0,0,1,1,1,1,11,109,43,69,24,35,12,12,5.13100004196167,16.1389999389648,4,15,5.86899995803833,7.03900003433228
0,0,0,0,1,1,12,109,28,67,17,30,12,13,0,7.03000020980835,1,4,5.16499996185303,6.35900020599365
0,0,1,1,0,0,12,85,50,71,29,38,12,12,10.0769996643066,17.4290008544922,2,8,6.11999988555908,6.96400022506714
0,0,0,1,1,1,11,106,32,73,21,29,14,14,1.53799998760223,8.52099990844727,2,9,5.6729998588562,6.61999988555908
0,0,1,1,1,1,10,101,30,67,17,30,12,12,0.377999991178513,11.3809995651245,1,6,5.01100015640259,6.90799999237061
0,0,0,1,1,1,12,116,40,67,17,30,12,12,0,9.12899971008301,1,7,5.52899980545044,6.85799980163574
0,0,0,1,1,1,7,91,24,67,18,31,12,12,0.962000012397766,12.9370002746582,1,2,4.94199991226196,6.45300006866455
0,0,0,1,1,1,11,91,28,66,20,34,12,12,0.333000004291534,12.5200004577637,3,1,4.91300010681152,7.13100004196167
0,0,0,1,1,1,7,110,34,66,20,34,9,12,0,6.09000015258789,1,15,5.41599988937378,6.5149998664856
0,0,1,1,1,1,7,75,33,73,24,32,12,12,6.69999980926514,11.2919998168945,0,6,5.16499996185303,5.99100017547607
0,0,0,1,1,1,12,94,17,71,20,29,12,12,0.96399998664856,8.63000011444092,1,8,5.07499980926514,6.35799980163574
1,0,0,1,1,0,12,109,27,71,20,29,13,13,1.58399999141693,10.4940004348755,1,7,6.02099990844727,6.38000011444092
0,0,1,1,0,0,8,122,38,71,22,31,16,16,0.874000012874603,9.80700016021729,1,10,5.70699977874756,6.82800006866455
0,0,0,0,1,1,11,102,26,71,23,32,12,12,0,5.54899978637695,2,2,5.2979998588562,7.13100004196167
0,0,1,1,1,1,8,122,38,70,23,33,14,14,2.68899989128113,10.5249996185303,1,8,5.58300018310547,7.00299978256226
0,0,1,1,1,1,10,105,38,66,23,37,12,12,4.37799978256226,17.746000289917,2,2,5.58699989318848,7.03000020980835
0,0,0,0,1,1,9,113,37,66,22,36,12,12,2,14.1350002288818,2,4,5.49300003051758,6.48000001907349
0,0,1,1,1,1,8,104,34,73,22,30,12,12,3.93199992179871,6.31099987030029,0,2,5.87200021743774,6.42700004577637
0,0,1,1,1,1,9,124,43,73,26,34,16,16,0.377000004053116,7.30999994277954,6,14,6.17600011825562,6.86899995803833
0,0,0,1,0,0,12,110,31,67,19,32,12,13,1.21800005435944,13.8000001907349,1,11,5.19299983978271,6.27099990844727
0,0,0,1,1,0,12,95,37,66,19,33,12,12,1.83299994468689,15.6639995574951,1,14,5.52099990844727,6.70599985122681
0,0,1,1,0,0,18,120,39,73,24,32,16,16,1.42200005054474,8.44299983978271,2,9,6.125,6.86899995803833
0,0,0,1,0,0,12,105,39,66,24,38,12,12,4.96400022506714,18.9790000915527,1,15,5.26300001144409,6.73299980163574
0,0,0,1,0,0,12,121,30,73,20,28,16,16,0.48199999332428,6.72499990463257,0,4,5.88899993896484,6.76399993896484
0,0,1,1,1,1,8,96,42,70,26,36,12,14,0,1,7,1,6.58599996566772,7.78499984741211
0,0,0,1,0,1,9,110,26,66,18,32,12,12,2.13599991798401,15.9790000915527,1,2,5.52899980545044,7.02600002288818
0,0,0,1,0,0,12,92,32,67,18,31,12,12,0,8.10499954223633,1,8,5.16499996185303,7.05600023269653
0,0,1,1,1,1,9,98,34,71,29,38,12,12,7.99100017547607,14.6169996261597,4,5,6.07100009918213,6.58300018310547
0,0,1,1,1,1,11,109,43,67,23,36,15,16,0.846000015735626,14.1049995422363,1,13,5.75899982452393,7.48299980163574
0,0,0,1,1,0,11,118,44,67,23,36,17,18,0.331000000238419,13.3090000152588,1,5,5.99900007247925,7.55100011825562
0,0,1,1,1,1,14,97,42,69,23,34,16,18,0,7.27600002288818,3,14,5.87200021743774,6.91800022125244
0,0,1,1,1,1,16,95,42,71,28,37,17,17,0,5.32299995422363,2,11,6.09100008010864,6.87799978256226
0,0,1,1,1,1,10,99,40,73,26,34,12,12,1.86600005626678,8.69499969482422,3,2,6.17600011825562,6.26300001144409
0,0,1,1,0,0,10,106,31,68,18,30,12,12,0.377999991178513,12.0109996795654,1,13,5.54099988937378,6.26300001144409
0,0,0,1,1,0,12,117,33,68,18,30,12,12,0.962000012397766,9.68900012969971,1,3,5.46000003814697,6.50699996948242
0,0,1,1,0,0,12,90,47,66,23,37,12,12,6.37799978256226,18.5550003051758,7,4,5.52099990844727,6.21500015258789
0,0,0,1,1,1,12,95,44,66,21,35,12,12,4.5,18.488000869751,1,15,5.20900011062622,6.30999994277954
0,0,0,1,1,1,12,115,43,66,18,32,12,12,1.33299994468689,14.1579999923706,1,1,5.45499992370605,6.21500015258789
0,0,0,0,1,1,12,106,40,71,22,31,14,15,1.50300002098083,10.4580001831055,5,5,5.63500022888184,6.58900022506714
0,0,0,1,0,0,8,114,26,68,18,30,12,12,0,6.45800018310547,1,8,5.2979998588562,6.76300001144409
0,1,0,1,0,1,12,92,34,70,20,30,12,13,0.717000007629395,8.46500015258789,2,2,5.79300022125244,6.98600006103516
0,0,1,1,0,0,13,119,36,73,23,31,16,17,1.70799994468689,8.66499996185303,2,9,6.30600023269653,7.1729998588562
0,0,0,1,0,0,13,85,32,70,20,30,13,13,0.677999973297119,6.44799995422363,1,1,4.92700004577637,6.35400009155273
0,0,0,1,0,0,12,98,34,71,21,30,16,16,0.36599999666214,7.0770001411438,1,1,5.85799980163574,6.43499994277954
0,0,1,1,0,0,12,114,30,73,20,28,12,13,1.45799994468689,8.40799999237061,3,10,5.58699989318848,6.24399995803833
0,0,1,1,0,1,8,84,42,66,23,37,18,18,0.377999991178513,14.335000038147,1,4,5.01100015640259,7.14900016784668
0,0,1,1,0,0,16,108,42,66,19,33,13,13,0.333000004291534,12.5190000534058,1,9,5.15299987792969,6.89799976348877
0,0,1,1,0,0,8,107,32,67,20,33,12,12,4.06699991226196,15.5780000686646,1,6,5.40299987792969,6.39699983596802
0,0,1,1,0,0,16,84,35,66,24,38,12,12,3.21199989318848,16.9640007019043,3,2,5.45100021362305,7.05600023269653
0,0,1,1,0,0,10,86,22,69,18,29,12,12,0.377999991178513,11.2519998550415,2,9,5.16499996185303,6.21500015258789
0,0,0,1,0,0,10,88,27,66,21,35,12,12,3.37800002098083,17.2689990997314,4,18,5.54099988937378,6.67799997329712
0,0,1,1,1,1,12,117,45,70,23,33,16,16,0.875999987125397,9.84500026702881,1,7,6.13600015640259,7.13100004196167
0,0,0,0,1,1,12,110,42,73,22,30,16,16,5.76800012588501,12.6049995422363,2,9,6.19199991226196,6.92199993133545
0,0,1,1,1,1,9,104,32,71,24,33,12,13,4.89799976348877,12.6020002365112,1,3,6.61999988555908,7.13100004196167
0,0,0,1,1,1,9,110,26,70,19,29,13,14,0,3.91799998283386,3,13,5.67000007629395,6.81699991226196
0,0,1,1,1,1,11,99,33,73,22,30,16,16,3.12100005149841,8.5629997253418,1,8,5.95100021362305,7.20499992370605
0,0,0,1,1,1,12,117,31,70,18,28,12,14,0,7.02500009536743,1,1,5.67000007629395,7.13100004196167
0,0,1,1,0,1,8,85,39,71,23,32,16,16,0,8.35200023651123,1,2,5.71000003814697,6.71099996566772
0,0,1,1,0,1,11,114,36,73,21,29,16,16,4.19099998474121,9.44499969482422,0,7,5.84600019454956,6.67700004577637
0,0,1,1,0,0,12,107,30,73,21,29,15,18,0,6.26700019836426,5,3,5.69000005722046,6.25400018692017
0,0,1,1,1,1,12,117,41,69,26,37,18,18,0.628000020980835,11.5380001068115,1,12,6.40199995040894,7.45599985122681
0,0,1,1,1,1,16,112,47,73,30,38,18,18,2.3970000743866,9.34799957275391,3,10,6.64499998092651,7.56199979782104
0,0,1,1,1,1,14,106,46,71,28,37,18,18,1.01300001144409,9.8129997253418,1,2,6.42199993133545,7.05200004577637
0,0,0,1,1,1,12,116,38,70,21,31,14,15,0,9.36999988555908,1,4,5.84600019454956,7.67899990081787
0,0,0,1,1,1,8,123,44,70,21,31,14,14,0,8.3459997177124,3,7,5.95300006866455,6.82800006866455
0,0,0,1,1,1,8,118,40,68,21,33,16,16,0.377999991178513,12.3879995346069,1,13,6.07100009918213,7.01700019836426
0,0,1,1,1,1,12,103,29,69,23,34,12,12,0,9.92700004577637,1,11,6.5,7.31300020217896
0,0,1,1,1,1,8,114,40,66,23,37,12,14,5.33300018310547,19.6830005645752,2,3,5.64900016784668,6.71700000762939
0,0,1,1,1,1,12,102,36,66,21,35,12,12,4.27299976348877,16.382999420166,5,8,5.09999990463257,6.84299993515015
